__label__positive , 蒙牛 很 牛
__label__negative , 早就 绕道 蒙牛 了 每天 一斤 奶 整垮 中国 人 无良 的 企业 就 该 挂掉 早就 开始 抵制 蒙牛 了 这种 企业 垮掉 才 是 合理的 抵制 蒙牛 从我做起
__label__negative , 最近 喝多 了 蒙牛 胸部 有点 发涨 不知道 会 不会 死
__label__negative , 太 缺德 了 蒙牛 怎么 不倒闭
__label__negative , 蒙牛 伊利 都 不吃 这种 黑心 工厂 早点 关门 静观其变
__label__negative , 亮 瞎 了 消费者 喝 蒙牛 牛奶 喝 出活 虫子
__label__negative , 刚刚 从 酸奶 里 喝 出来 的 我 以后 再也 不喝 蒙牛 了 这 什么 玩意儿 啊
__label__negative , 抵制 蒙牛 抵制 日货 哪个 更 重要 钓鱼岛 事关 国家 利益 和 尊严 蒙 牛奶 事关 国民 健康 和 生命 哪个 更 可恨 日本 是 外敌 蒙牛 是 国贼 哪个 更该 打
__label__negative , 最近 我 心神不定 先 满足 我 小小的 愿望 来桌 满汉全席 就 好 了 睡前 给 我 一杯 热 牛奶 不喝 伊利 不喝 不要 蒙牛 雀巢 就行 然后 我俩 开始 吐槽 到 天亮
__label__negative , 同感 中国 人 没文化 的 太 多 那天 一个 大妈 看不清 问 我 一箱 蒙 牛奶 截止 日期 我 说 这 没谱 没谱 说 了 几遍 她 依然 买 了 我 也 纳闷 中国 人 就 有 胡吃 胡喝 的 人群 你 看 餐厅 里 到处 是 肥头大耳 满面红光 大吃大喝 脑卒中 前期 的 人 所以 地沟油 和 蒙牛 很多年 死不了
__label__negative , 请 那些 老拍 广告 害 小孩子 的 傻逼 明星 们 看看 顺带 呼吁 抵制 蒙牛
__label__negative , 不要 让 我 像 讨厌 蒙牛 一样 讨厌 徐福 记
__label__negative , 蒙牛 拥有 史上 最烂 公关 团队 的 公司 没有 之一
__label__negative , 这 是 我 吃 到 的 世界 上 最 不酸的 酸奶 蒙牛 让 我 又 一次 失望 了
__label__negative , 呜呜 呜 我 的 蒙牛 优益 c 啊 好不容易 买 一瓶 给 我 撒 了 一半
__label__negative , 蒙牛 的 早餐 奶 蜂蜜 的确 是 太过 甜腻 吃 的 我 要 反胃 了
__label__negative , 惊奇 的 发现 原来 我们 学校 给 孩子 们 喝 的 都 是 蒙牛 罪过 罪过
__label__negative , 强烈 关注 强烈 谴责 蒙牛 就是 一坨 屎 一辈子 也 不会 喝 蒙牛 一滴 奶
__label__negative , 尼玛 闷 牛 嘛 骆驼 的 就 挨 踢 蒙牛 只 祸害 内地 人 的 做事 真 缺德
__label__negative , 扯淡 智商 不健全 才 是 硬伤 蒙牛 都 那样 了 还 不是 一样 有人 买
__label__negative , 终于 明白 为什么 我 极度 讨厌 这俩 小白 了 这个 是 高人 大有 内涵 呵呵 喝 蒙牛 和 伊利 成长 起来 的
__label__negative , 不喜 吃 蒙牛 任何 产品 怕 吃 死人
__label__negative , 蒙牛 真他妈的 坑爹 啊 喝特仑 苏攒 积分 好不容易 攒 到 分 能 兑点 东西 了 积分 商城 能 兑 的 全部 没库存 剩下 的 都 是 积分 上万 起 兑 的 你妈 啊
__label__negative , 我 最 讨厌 蒙牛 的 高官 没有 一点 为 人民 服务 的 意识 这样 的 民族 企业 不要 也罢 蒙人 的 牛奶 全民 转发 你 真 猛 牛 以后 拒绝 蒙牛 系列产品
__label__negative , 早就 不买 那 两个 品牌 了 提醒 你们 的 妈妈 也 别 因为 便宜 而 买 啦 欺骗 国人 该死 坚决 抵制 蒙牛 希望 国家 加强 管理机制 严惩 奸商
__label__negative , 没脑子 砸 的 不是 自己 的 当然 爽 今天 才 知道 养乐多 原来 是 日货 一 一 喝 还是 不喝 反已 蒙牛 那个 同 养乐多 味道 差不多 的 我 不敢 喝 呵呵 爱国 不过 是 打个 幌子 撒泼 呵呵 人性 这 耳光 打 的 我 说 为什么 我家 车 四周 都 被 钥匙 划 了 那么 多道子
__label__negative , 刘翔 咱不跑 了 以后 我们 喝 可口可乐 不喝 百事 喝 伊利 不喝 蒙牛 买 耐克 不买 阿迪 保健品 就 用 安利 纽崔莱 没事 我们 养 你 转自 人人 网友
__label__negative , 蒙牛 你 还是 去死吧 凸凸 哥们儿 是 从小 蒙牛 喝多 了 吧 回复 这话 你 自己 信 么 回复 新 蒙牛 新 变化
__label__negative , 可悲 呀 蒙牛 还 能 吃 吗 哎 震惊 了
__label__negative , 大家 看来 都 在 吐 槽 蒙牛 香蕉 牛奶 这 是 个 抢钱 的 时代
__label__negative , 白 打工 好 累 不会 爱 了 〒 〒
__label__negative , 这 是 有 多 脑残 多 谄媚 才能 说出 这样的话 估计 是 蒙牛 喝多 了
__label__negative , 蒙牛 不行 伊利 不行 现在 连 光明 也 出 问题 还有 没有 牛奶 可以 喝 啊
__label__negative , 已经 不喝牛奶 了 已经 不买 蒙牛 了 次奥 次奥 还有 人买 蒙牛
__label__negative , 同事 的 遭遇 关注 一下 鄙视 蒙牛 我 已经 一年 多 没买 过 蒙牛 产品 啦
__label__negative , 鄙视 蒙牛 再也 不买 蒙牛 任何 产品 人渣
__label__negative , 蒙牛 怎么 可以 这么 做 呢 我 呸 抵制 蒙牛
__label__negative , 从现在起 拒绝 蒙牛 一切 产品 抵制 蒙牛 从我做起
__label__negative , 蒙牛 已经 中 枪 无数次 了 孩纸 抵制 蒙牛 一年 了 快 蒙牛 老 冰棍 也 挺 好 老 冰棍 也 不能 吃 了 有 谁 知道 八喜 跟 和路雪 安全 吗
__label__negative , 蒙牛 始终 是 个 不诚实的 企业 以后 蒙牛 也 不敢 喝 了
__label__negative , 商场 是 没有 硝烟 的 战场 被 抽查 如此 多次 还有 问题 真相 很 耐人寻味 我 看 蒙牛 连 出 问题 是否 有 多方 因素 老板 不会 这么 无 良心的 请问 蒙牛 屡出 问题 一年 抽查 了 多少次
__label__negative , 喝 葡萄酒 等于 喝 农药 不能 再 相信 张裕 犯过 错误的 人 再犯 的 可能性 很大 比如 蒙牛 唯有 彻底 关门 倒闭 才能 打消 消费者 的 顾虑
__label__negative , 伊利 逆 天神 作 蒙蒙 以后 我 不买 蒙牛 了 又 一个 逆天 的 广告 好 有 爱好 有 爱 中国 广告 有救 了 不看 完 你 根本 不可能 猜出 它 是 什么 广告
__label__negative , 我们 不喝 蒙牛
__label__negative , 蒙牛 真心 难喝
__label__positive , 下午 又 尝 了 另 一种 banana milk 上面 有个 萌 奶牛 的 感觉 比 昨天 的 宾格 瑞 好喝 啊 那个 太甜 了 天 喔 的 感觉 挺 诡异 的 蒙牛 的 最贵 最 坑爹
__label__negative , 蒙牛 倒闭 木有 呀
__label__negative , 尼玛 传说 中 的 神物 真的 看见 了 太可 恶心 了 以后 坚决 抵制 蒙牛
__label__negative , 嗯 嗯 你们 都 不是 正常的 消费者 我 不吃 双汇 的 肉制品 不喝 伊利 和 蒙牛 现在 开始 不喝 国内 的 任何 红酒 和 白酒 不知 我算否 合格 和 正常 否
__label__negative , 蒙牛 鲜奶 真 难喝
__label__negative , 蒙牛 还 没倒闭
__label__negative , 凶手 会 是 蒙牛 吗
__label__negative , 暴利 暴力 反正 我 已经 基本 不喝奶 了 尤其 不喝 伊利 和 蒙牛
__label__negative , 蒙牛 的 奶够 难喝
__label__negative , 听 那 怪兽 老师 讲 了 两堂 的 蒙牛 恶心 蒙牛 有 什么 好 的
__label__negative , 喝 蒙牛 自杀 啊
__label__negative , 蒙牛 牛 真可怜
__label__negative , 牧民 代表 蒙牛 伊利 没有 任何 毛病 因为 有 毛病 的 都 是 喝奶 的 人
__label__negative , 蒙牛 伊利 不敢 喝
__label__negative , 希望 加多宝 不要 沦为 曾经 的 湖南卫视 的 超女 赞助商 蒙牛 的 下场
__label__negative , 喝 蒙牛 者 必 脑残
__label__negative , 纯属 蒙牛 喝多 了
__label__negative , 蒙牛 伊利 都 没法 吃 了 不能 让 领导 饥渴 着 这个 很能 说明 问题
__label__negative , 坐等 蒙牛 倒闭
__label__negative , 蒙牛 有 质量 问题
__label__negative , 中午 买错 了 蒙牛 的 酸奶 喝 拉肚子 拉 了 一下 再 喝 蒙牛 就是 傻逼
__label__negative , 以后 再也 不喝 蒙牛 了 一天 拉 了 十几次 难受 啊
__label__negative , 去 tmd 蒙牛 狗屁 特仑苏 再也 不买 内地 这 类 企业 可能 很多 这么 想 的 蒙牛 只是 一不小心 说出 了 实情 蒙牛 不死 天理难容
__label__negative , 现在 演 到 多少 期 了 蒙牛 酸酸乳 风云榜 貌似 我 落伍 了 纠结
__label__negative , 出 了 多少 事 了 还 买 蒙牛 伊利 呢 只 买 地产 三元 孙子 不买 蒙牛 了
__label__negative , 我 是 真心 的 如 不吃 蒙牛 般 再也 不吃 肯德基 再见 了 我 的 原味 鸡
__label__negative , 我 原地 小 复苏 后 我 妈 问 我 喝 的 啥 牌子 牛奶 我 说 德国 得 我妈 说 你 看吧 国外 病毒 更 可怕 直接 整 中毒 都 找 不到 赔偿 还 不如 喝 蒙牛 呢
__label__negative , 早就 不买 蒙牛 了
__label__negative , 不买 蒙牛 很久 了
__label__negative , 蒙牛 作恶 无 底线
__label__negative , 所以 不要 买 蒙牛
__label__negative , 我 每天 都 喝 我 不喝 蒙牛 已经 很多年 了 也 不会 再 相信 蒙牛 了
__label__negative , 坚决 不买 蒙牛
__label__negative , 坑人 的 蒙牛
__label__negative , 蒙牛 我 早已 从 失望 到 绝望 这个 行业 怎样 安慰 我们 受伤的 心
__label__negative , 以后 绝不 买 蒙牛
__label__negative , 丑闻 百出 的 蒙牛
__label__negative , 很难 想象 蒙牛 出 了 那么 多 问题 竟然 还 在 市面上 销售 还有 人买
__label__negative , 以后 不买 蒙牛 了
__label__negative , 蒙牛 不要 买 了
__label__negative , 我们 不需要 蒙牛
__label__negative , 不能 再 吃 蒙牛 了
__label__negative , 死 也 不喝 蒙牛
__label__negative , 咋 没抵制 蒙牛 的
__label__negative , 蒙牛 都 抵制 不了 还 抵制 日货 不论 国界 打杂 抢 的 都 是 人渣
__label__negative , 广告 太多 了 多 的 让 人 对 节目 失去 耐心 更 可气 的 是 还有 蒙牛
__label__negative , 再也 不喝 蒙牛 了
__label__negative , 抵制 吃货 后来 果然 上 了 蒙牛 酸奶 后座 女士 掏心 掏肺 地 喝
__label__negative , 根本 不买 蒙牛
__label__negative , 再 喝 蒙牛 纯 傻逼
__label__negative , 坑爹 蒙牛 代言人
__label__negative , 蒙牛 好 可怕
__label__negative , 蒙牛 你 真 不要脸
__label__negative , 休息室 只有 蒙牛 酸奶 我 是 不喝 呐 还是 不喝 呐 还是 不喝 呐
__label__negative , 绝不 喝 蒙牛 伊利
__label__negative , 农村 里 这样 的 事情 太多 了 哎 可恨 又 可气 又 无可奈何 回复 气着 了 吧 当年 蒙牛 是 踩 着 无数 供应商 的 尸首 才 把 全国 的 生产厂 建 起来 的 自打 起 我 再也 不喝 蒙 牛奶 这帮 人前 道貌岸然 背后 一肚子坏水 的 人 是 没有 底线 的 以前 没有 以后 也 不会 有
__label__negative , 今天 喝 了 一包 月 号 在 中关村 家乐福 买 的 月 号 蒙牛 生产 的 牛奶 竟然 一股 脚 臭味 cnm 你 想 恶心 死 老纸 啊 以后 能 不买 蒙牛 就 不买 蒙牛
__label__negative , 这个 世道 想 喝个 牛奶 也 这么 悲催 啊 伊利 是 仅次于 蒙牛 的 第二 劣质 牛奶 俺 早 不喝 了 要么 自己 养 头牛 吧
__label__negative , 虽然 我 也 很 气愤 已经 很久没 有 买 蒙牛 了 但是 不得不 想 没有 了 蒙牛 让 伊利 一家独大 怕 是 也 不会 有 什么 好 结果
__label__negative , 喝 蒙牛 给 你 的 肠子 洗洗 脑 喝 蒙牛 做 三观 端正 人格 完整的 中国 人 抵制 蒙牛 才 是 正事 不要 买 啊 去你妈 蒙牛 去你妈 蒙牛 毒死 一个 不少
__label__negative , 我 再也 不喝 蒙牛 了 太 恶心 了 我 不想 说 连续 喝 盒 都 有 凝固 的 沉淀物 已经 打 了 蒙牛 null 电话 给 蒙牛 公司 坐等 回复 shit 坑爹 的 蒙牛 买 了 一箱 回来 今天 打开 一看 瞎眼 了 怎么 就 少 了 两瓶 牛奶 这 不就是 欺骗 市民 嘛 无良 的 商家 质量 差 就算 了 现在 数量 也 欠缺 蒙牛
__label__negative , 蒙牛 曝 三聚 腈胺 换成 伊利 伊利 曝 致癌 换回 蒙牛 蒙牛 又 篡改 临近 过期 产品 的 生产日期 又 换回 伊利 看来 得 去 香港 给 自己 买 奶粉 了
__label__negative , 什么 行业 出现 了 所谓 的 国企 就 没有 良性 竞争 这么 个 玩意 了 自从 成 了 国企 之后 他们 更加 肆无忌惮 了 我 很 疑惑 蒙牛 为什么 还 没倒闭
__label__negative , 主页 君 的 态度 值得 嘉奖 但是 给 你家 的 机会 不是 只有 一次 吧 一年 之内 好 几次 出事 每次 都 是 加大 整改 这样 的 企业 死掉 意义 更大 其他 的 企业 才能 警钟长鸣 上面 是 你们 的 人 老百姓 自己 用脚 投票 蒙牛 不死 我们 一天 不会 放弃 抵制
__label__negative , 内地 不是人 啊 抵制 蒙牛
__label__negative , 宾馆 每天 送 两袋 奶 糊里糊涂 喝 了 今天 才 发现 是 蒙牛 的 不喝 了
__label__negative , 切糕 坑钱 蒙牛 坑命
__label__negative , 来瓶 蒙牛 祸害 一下 自己
__label__negative , 蒙牛 吃 傻 你 啊 make 蛋挞 做 不做 吃货 们 继续 收 福利 啦
__label__negative , 蒙牛 真果 粒 喝 出 腐败 椰果 好 恶心 有图 为证
__label__negative , 不转 不行 啊 南航 最 可恶的 就是 机餐 上 供应 的 是 蒙牛 酸奶
__label__negative , 买 蒙牛 提心吊胆 骂 蒙牛 气大 伤身 喝 蒙牛 无异 自杀 现在 还 得 操上 蒙牛 怎么 花钱 的 心 咱别 这样 了 多累 啊 大家 都 不买 不就 得 了 不喝 蒙牛 死不了 人 的 要 身体 结实 不要 身体 结石 如今 为了 钱人 不干 的 他们 都 干 新浪 收 了 蒙牛 的 钱
__label__negative , 就 和 远离 蒙牛 一样 正常人 一定 要 远离
__label__negative , 蒙牛 篡改 牛奶 生产日期 经理 被 批捕 针对 蒙牛 一 经理 篡改 生产日期 被 抓 一案 昨日 记者 从 浦江县 公安局 获悉 本月 蒙牛 公司 驻 义乌 经理 王孙 富 和 同伙 赵宝峰 因涉嫌 生产 销售 伪劣产品 罪 被 浦江县 检察院 批准逮捕
__label__negative , 一大 难题 有 监控 机制 怎么 能管 不到 建立 总裁 责任制 出 了 事故 总裁 坐牢 就 不会 有 难题 了 坚决 抵制 食品安全 蒙牛 整条 产业链 彻底 失控
__label__negative , 再次 提醒 朋友 们 珍惜 生命 远离 路边摊 远离 路边 小笼 肉包 远离 熟食 远离 蒙牛 为了 自己 为了 你 爱 的 人
__label__negative , 父亲 住院 母亲 告诉 俺 说 有人 送 了 两箱 蒙牛 牛奶 俺 急忙 电话 告诉 母亲 倒掉 然后 告诉 母亲 那人 和 父亲 关系 肯定 很 不好 理由 是 蒙牛 牛奶 是 慢性 毒药 买 纯牛奶 买 保质期 比较 短 的 看 口感 看 包装 最重要的 是 不要 被 广告 迷惑 哦
__label__negative , 自己 贱 蒙牛 出 那么 多事 了 你 还 敢 买 不是 自己 贱 吗 我 现在 不喝 也 不会 买 蒙牛 的 东西 了 对 不良 企业 不能 惯着 可怕 谁 喝 谁 倒霉 二 三线 小城 的 孩子 净 被 坑 了 今晚 电视台 曝光 蒙牛 高 钙奶 谁 喝 谁 倒霉
__label__negative , 不喝酒 不喝 伊利 蒙牛 但 还是 要 受 污染 的 空气 与 水源 但 足协 的 头 都 会 下课 奶业 及 酒业 协会 的 头 不下来 的 有 因必 有果 正常
__label__negative , 转发 一个 我 早 在 三聚氰胺 出来 的 时候 就是 蒙黑 了 我 了 个 去 他 的 生产线 逆天 了 蒙牛 真心 不敢 喝 了 啊
__label__negative , 继续 抵制 国人 不买 日货 岛国 不会 不行 国人 不买 蒙牛 很快 就 不行 了 祸害 少 一个 是 一个
__label__negative , 此 段子 与 老太 逃逸 蒙牛 自黑 并列 我 心目 中 的 切糕 段子 三甲
__label__negative , 蒙牛 终于 认清 自己 比 切糕 更恶劣的事 实了 切糕 要钱 蒙牛 要命
__label__negative , 这是 葡萄 皮 吗 事实证明 蒙牛 坑人 无 下限 劣质 到 永远
__label__negative , 抵制 所有 问题 牛奶 伊利 蒙牛 这种 垃圾 企业 不倒 就 没有 天理 了
__label__negative , 我 依然 固执的 认为 在 蒙牛 被 查处 之前 肯德基 什么 的 都 是 浮云
__label__negative , 我来 帮 你 一把 好 牛逼 垃圾 蒙牛
__label__negative , 回复 这 公关 太 到位 了 可惜 狼来了 太 多次 了 回复 看 你 下面 的 评论 与其 抵制 日货 不如 抵制 蒙牛
__label__negative , 国航 发给 的 蒙牛 早餐 太狠 了 买 打折 机票 的 一个 都 不能 放
__label__negative , 顶 蒙牛 快点 关门大吉 吧 我 真的 很 讨厌 蒙牛 啊
__label__negative , 伊利 不给力 要 上 就 上 蒙牛 毒不死 他 丫 的 幽默
__label__negative , 早上 过来 的 飞机 肯定 是 被 击落 的 着急 地 穿过 云层 后 突然 一下 砸 在 地面 上 就算 降落 了 还 供应 蒙牛 酸奶 一直 担心 吃 完会 不会 不适
__label__negative , 好 恶心 啊 又 一个 黑名单 了 蒙牛 又 出事 了 这次 数据 更得 低 喽 不管 真不真 蒙牛 真心 不能 喝 了
__label__negative , 事实 蒙牛 坑 的 人 可比 切糕 坑人 多多 了 蒙牛 marketing 是 sb
__label__negative , 那 你 喝 什么 伊利 牛奶 永不 喝 蒙牛
__label__negative , 我 投给 了 quot 王小山 抵制 后 不喝 蒙牛 quot 这个 选项
__label__negative , 太 恶心 啦 蒙牛 的 早就 不喝 了 别拦 着 我 让 我 把 前年 喝 的 特伦 苏 吐出来 好奶 蒙牛 造 营养 高蛋白
__label__negative , 伊利 不行 蒙牛 不行 该 喝 什么 奶 珍爱 远离 几年 前 一个 在 蒙牛 工作 的 朋友 告诉 我 别 喝 蒙 牛奶 于是 我 从此 没在 喝 过 了 这么 多年 一系列 蒙牛 的 负面新闻 我 只是 奇怪 为啥 央视 还 在 给 它 继续 做广告 呢 所以 我要 感谢 当年 告诉 我 内幕 的 朋友
__label__negative , 我 擦 以后 再也 不吃 雀巢 的 东西 老出 问题 跟 蒙牛 一个 尿性
